ID,pit,TPS_order,body_morph_remove,side,length,length_cm,weight,rearing,rearing_side,K,pec_length,mouth_length
DSC_0843_result.JPG,624998,362,,right,72,7.2,3.7,enriched,enriched_right,1.256273314,1.381697701,0.155555101
DSC_0846_result.JPG,624758,363,,right,81,8.1,5.1,semi-natural,semi-natural_right,1.233483436,1.690010941,0.247344761
DSC_0849_result.JPG,624961,364,,right,94,9.4,8.1,standard,standard_right,1.276076763,1.708786378,0.308816995
DSC_0852_result.JPG,624815,365,,right,91,9.1,8.4,enriched,enriched_right,1.452914561,1.723976095,0.268671864
DSC_0855_result.JPG,624958,366,,right,87,8.7,8.9,standard,standard_right,1.752163217,1.73987614,0.224837863
DSC_0858_result.JPG,624997,367,,right,89,8.9,7.2,standard,standard_right,1.327667356,1.609392631,0.2356327
DSC_0861_result.JPG,624812,368,,right,77,7.7,4.1,enriched,enriched_right,1.147335861,1.666255347,0.194670622
DSC_0864_result.JPG,624941,369,,right,95,9.5,8.5,standard,standard_right,1.298897684,1.90645722,0.294514505
DSC_0867_result.JPG,624878,370,,right,77,7.7,5.5,enriched,enriched_right,1.539109082,1.841700201,0.293567836
DSC_0870_result.JPG,624775,371,,right,77,7.7,3.7,enriched,enriched_right,1.035400655,1.822532188,0.248507611
DSC_0873_result.JPG,624974,372,,right,85,8.5,6.2,standard,standard_right,1.305164292,1.51792965,0.235548304
DSC_0879_result.JPG,624836,374,,right,79,7.9,4.5,semi-natural,semi-natural_right,1.169624592,1.626547715,0.260957184
DSC_0882_result.JPG,624787,375,,right,91,9.1,5.9,semi-natural,semi-natural_right,1.020499513,1.854060518,0.222794648
DSC_0885_result.JPG,624822,376,,right,81,8.1,5.4,enriched,enriched_right,1.306041285,1.800387848,0.206900235
DSC_0888_result.JPG,624887,377,,right,80,8,5.2,enriched,enriched_right,1.303479427,1.773601036,0.261604013
DSC_0891_result.JPG,624793,378,,right,79,7.9,4.9,standard,standard_right,1.273591222,1.732937104,0.196854292
DSC_0894_result.JPG,624862,379,,right,92,9.2,8.5,semi-natural,semi-natural_right,1.424655906,1.301696489,0.123893242
DSC_0900_result.JPG,624942,380,,right,86,8.6,6.5,standard,standard_right,1.322993825,1.741883404,0.211415645
DSC_0903_result.JPG,624772,381,,right,96,9.6,8,semi-natural,semi-natural_right,1.186175189,1.579703347,0.200432617
DSC_0906_result.JPG,624922,382,,right,73,7.3,4,semi-natural,semi-natural_right,1.305239338,1.707313836,0.189704772
DSC_0909_result.JPG,624960,383,,right,80,8,5.6,standard,standard_right,1.403747075,1.570728906,0.205912868
DSC_0912_result.JPG,624936,384,,right,91,9.1,7.3,standard,standard_right,1.26265194,1.794126265,0.21197917
DSC_0915_result.JPG,624803,385,,right,81,8.1,4.8,semi-natural,semi-natural_right,1.160925586,1.688836984,0.262836168
DSC_0918_result.JPG,624759,386,,right,97,9.7,7.9,semi-natural,semi-natural_right,1.136905838,1.638155707,0.22834774
DSC_0921_result.JPG,624880,387,,right,74,7.4,3.6,semi-natural,semi-natural_right,1.129575198,1.557907478,0.258103432
DSC_0924_result.JPG,624808,388,,right,95,9.5,9.5,enriched,enriched_right,1.451709176,1.671482592,0.167584249
DSC_0927_result.JPG,624995,389,,right,82,8.2,5.2,standard,standard_right,1.21400213,1.596663759,0.221002585
DSC_0930_result.JPG,624874,390,,right,92,9.2,8.5,enriched,enriched_right,1.424655906,1.565479582,0.192746065
DSC_0933_result.JPG,624807,391,,right,94,9.4,8.8,standard,standard_right,1.386355002,1.670295612,0.21197917
DSC_0937_result.JPG,624898,392,,right,82,8.2,5.1,semi-natural,semi-natural_right,1.190655935,1.510658863,0.223329463
DSC_0940_result.JPG,624767,393,,right,86,8.6,5.7,semi-natural,semi-natural_right,1.160163816,1.540426861,0.244006349
DSC_0944_result.JPG,624966,394,,right,84,8.4,6.1,enriched,enriched_right,1.328634395,1.503981,0.230363281
DSC_0947_result.JPG,624777,395,,right,87,8.7,7,enriched,enriched_right,1.378105901,1.291275726,0.195002281
DSC_0950_result.JPG,624928,396,,right,83,8.3,5.7,standard,standard_right,1.285079364,1.690019765,0.273803151
DSC_0953_result.JPG,624976,397,,right,71,7.1,3.5,standard,standard_right,1.237211648,1.469636266,0.187543875
DSC_0957_result.JPG,624981,398,,right,77,7.7,4,standard,standard_right,1.11935206,1.476752242,0.269853332
DSC_0960_result.JPG,624781,399,,right,77,7.7,4.7,semi-natural,semi-natural_right,1.31523867,1.539248615,0.161911999
DSC_0963_result.JPG,624994,400,,right,78,7.8,4.9,standard,standard_right,1.321184969,1.589362218,0.192436349
DSC_0966_result.JPG,624895,401,,right,87,8.7,6.5,enriched,enriched_right,1.279669766,1.486110284,0.232767436
DSC_0970_result.JPG,624768,402,,right,84,8.4,5.4,semi-natural,semi-natural_right,1.176168153,1.400443204,0.163956
DSC_0973_result.JPG,624944,403,,right,72,7.2,3.8,standard,standard_right,1.290226646,1.435501724,0.208217398
DSC_0976_result.JPG,624847,404,,right,82,8.2,6.2,enriched,enriched_right,1.447464078,1.318911621,0.148726713
DSC_0979_result.JPG,624907,405,,right,77,7.7,4.9,standard,standard_right,1.371206273,1.48826944,0.173443661
DSC_0098_result.JPG,510895,406,,right,87,8.7,7.3,semi-wild,semi-wild_right,1.437167583,1.925295744,0.262817255
DSC_0101_result.JPG,510852,407,,right,82,8.2,5.2,semi-wild,semi-wild_right,1.21400213,1.781757482,0.224948376
DSC_0104_result.JPG,510896,408,,right,77,7.7,4.7,semi-wild,semi-wild_right,1.31523867,1.703052023,0.222950768
DSC_0110_result.JPG,510305,409,,right,75,7.5,4,semi-wild,semi-wild_right,1.207490028,1.630219919,0.225720449
DSC_0114_result.JPG,510897,410,,right,71,7.1,4,semi-wild,semi-wild_right,1.413956169,1.618361525,0.248747522
DSC_0118_result.JPG,510337,411,,right,89,8.9,7.5,semi-wild,semi-wild_right,1.38298683,1.921882176,0.274673175
DSC_0122_result.JPG,510875,412,,right,83,8.3,6.1,semi-wild,semi-wild_right,1.375260372,1.821140702,0.26243872
DSC_0126_result.JPG,510382,413,,right,81,8.1,5.7,semi-wild,semi-wild_right,1.378599134,1.803342356,0.213148397
DSC_0130_result.JPG,510862,414,,right,84,8.4,5.4,semi-wild,semi-wild_right,1.176168153,1.903686254,0.245306642
DSC_0134_result.JPG,510846,415,,right,74,7.4,4.9,semi-wild,semi-wild_right,1.537477352,1.642821929,0.239814618
DSC_0138_result.JPG,510863,416,,right,83,8.3,5.7,semi-wild,semi-wild_right,1.285079364,1.719194754,0.262457659
